brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,dimentions/depth,dimentions/width,dimentions: depth x width,features/0/description,features/1/description,upc,weight,URL
Lenovo,21J8002RUS,4.3,3,1460,USD,10.04,13.96,10.04 x 13.96,Windows 11 Pro,"Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 2560x1600 resolution and 400nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",7.18E+11,5.6 pounds,https://www.bestbuy.com/site/Lenovo-21J8002RUS/
HP,840 G6,4,4,533,USD,10.04,13.96,10.04 x 13.96,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.,7.18E+11,5.6 pounds,https://www.bestbuy.com/site/HP-840 G6/
Dell,23KC8,5,1,2240,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. 2560 x 1600 resolution delivers amazing color and clarity,7.18E+11,5.6 pounds,https://www.bestbuy.com/site/Dell-23KC8/
Lenovo,21JK0052US,5,1,940,USD,8.63,12.32,8.63 x 12.32,Windows 11 Pro,"Capacitive display responds to finger touches instead of pressure, recognizing a light swipe but not a standard stylus. IPS technology offers wide viewing angles. 1920x1200 HD resolution.",7.46E+11,0.8 lb                                                                                      12.8 pounds,https://www.bestbuy.com/site/Lenovo-21JK0052US/
Dell,V3XYD,5,1,1430,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,7.46E+11,0.8 lb                                                                                      12.8 pounds,https://www.bestbuy.com/site/Dell-V3XYD/
ASUS,GV302XI-CS96,4.2,20,650,USD,8.35,11.77,8.35 x 11.77,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","The 165Hz display features a Touchscreen QHD+ 16:10 2560x1600 resolution 500nits, 3ms response time that gives you a superb gaming and creating experience. Pantone Validated 100% DCI-P3 color accuracy display. The display is also stylus enabled!",7.46E+11,0.8 lb                                                                                      12.8 pounds,https://www.bestbuy.com/site/ASUS-GV302XI-CS96/
ASUS,W7604J3D-XS99T,4,5,650,USD,10.67,14.02,10.67 x 14.02,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","3200 x 2000 OLED 16:10 aspect ratio with 120Hz refresh rate, 100% DCI-P3 color gamut, PANTONE Validated, TÜV Rheinland-certified with 4096 pressure-level MPP 2.0 stylus support (Stulys included with purchase)",8.84E+11,16.4 pounds,https://www.bestbuy.com/site/ASUS-W7604J3D-XS99T/
Alienware,AWM16-7032BLK-PUS,4,5,1650,USD,9.82,14.33,9.82 x 14.33,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",2560 x 1600 resolution delivers amazing color and clarity with nearly 2.8 times the pixel density of Full HD.,8.19E+11,5.4 pounds,https://www.bestbuy.com/site/Alienware-AWM16-7032BLK-PUS/
Lenovo,82XX003YUS,3.5,2,500,USD,8.85,12.32,8.85 x 12.32,16GB Soldered LPDDR4x-4266,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,8.19E+11,5.4 pounds,https://www.bestbuy.com/site/Lenovo-82XX003YUS/
GIGABYTE,G5 MF-F2US313SH,5,3,800,USD,9.4,14.2,9.4 x 14.2,Windows 11 Home,"15.6""FHD 1920x1080, 144Hz",19428116859,1.25 lbs,https://www.bestbuy.com/site/GIGABYTE-G5 MF-F2US313SH/
Lenovo,T470.i5.8.256.Pro,3.9,34,216,USD,9.4,14.2,9.4 x 14.2,Get the most out of your laptop with Intel's premium high performance i5-6300U processor at 2.5 ghz.,Store up to 256GB of data and access it even quicker with 8GB of Ram.,19428116859,1.25 lbs,https://www.bestbuy.com/site/Lenovo-T470.i5.8.256.Pro/
Acer,SFG14-71T-71SZ,5,1,950,USD,8.58,12.32,8.58 x 12.32,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","The Swift Go’s 14-inch 1920x1200 IPS display —offering vivid color accuracy, remarkably deep blacks, and ultra-crisp image quality and a touchscreen, if you prefer to tap and swipe.",19428116859,1.25 lbs,https://www.bestbuy.com/site/Acer-SFG14-71T-71SZ/
Razer,RZ09-0484SEH3-R3U1,2.7,3,650,USD,10.84,15.71,10.84 x 15.71,"Get the workspace you need to truly create with a high resolution QHD+ (2560x1600) display featuring 100% DCI-P3 color space, and play on another level with ultra-fast refresh rates for silky-smooth gameplay","The RTX 40 Series Laptop GPUs power the world’s fastest laptops for gamers and creators, are built to bring a quantum leap in performance with AI-powered DLSS 3 and enable lifelike virtual worlds with full ray tracing",19428116859,1.25 lbs,https://www.bestbuy.com/site/Razer-RZ09-0484SEH3-R3U1/
HP,745G6.8.256.Pro,3.4,5,260,USD,10.84,15.71,10.84 x 15.71,This unit comes with 8 GB of System Memory.,"The RTX 40 Series Laptop GPUs power the world’s fastest laptops for gamers and creators, are built to bring a quantum leap in performance with AI-powered DLSS 3 and enable lifelike virtual worlds with full ray tracing",19428116859,1.25 lbs,https://www.bestbuy.com/site/HP-745G6.8.256.Pro/
ASUS,K6602VV-ES94,4.5,2,1300,USD,9,14,9 x 14,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,Anti-glare screen reduces eyestrain and widens the field of view. 3200 x 2000 resolution delivers amazing color and clarity,92592061880,4.8 pounds,https://www.bestbuy.com/site/ASUS-K6602VV-ES94/
Dell,4MRP5,5,2,880,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,1.90E+11,13.7 pounds,https://www.bestbuy.com/site/Dell-4MRP5/
Lenovo,82XM0032US,5,2,479,USD,9.25,14.15,9.25 x 14.15,16GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,1.90E+11,13.7 pounds,https://www.bestbuy.com/site/Lenovo-82XM0032US/
Lenovo,21JR001QUS,5,2,640,USD,8.63,12.32,8.63 x 12.32,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.84E+11,4.8 pounds,https://www.bestbuy.com/site/Lenovo-21JR001QUS/
Lenovo,82SX0002US,4,20,608,USD,12.29,8.72,12.29 x 8.72,"Windows 11 Home 64, English","14"" 2.8K (2880x1800) IPS 400nits Glossy, 90Hz, 100% sRGB, TÜV Low Blue Light, Eyesafe, AGC Dragontrail Glass, Touch, Dolby Vision",8.84E+11,4.8 pounds,https://www.bestbuy.com/site/Lenovo-82SX0002US/
Lenovo,BB5-32877,3.8,12,446,USD,9.15,13.3,9.15 x 13.3,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. Energy-efficient LED backlight.,8.84E+11,4.8 pounds,https://www.bestbuy.com/site/Lenovo-BB5-32877/
Lenovo,21KG000AUS,3.8,12,860,USD,17.8,11.2,17.8 x 11.2,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.84E+11,4.8 pounds,https://www.bestbuy.com/site/Lenovo-21KG000AUS/
Dell,9DVJP,3.8,12,730,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1366 x 768 HD resolution. Supports 720p content.,8.84E+11,4.8 pounds,https://www.bestbuy.com/site/Dell-9DVJP/
Lenovo,82R9000KUS,4.1,19,426,USD,12.32,8.85,12.32 x 8.85,"Windows 11 Home 64, English","14"" 2.2K (2240x1400) IPS 300nits Glossy, 100% sRGB, Glass, Touch",8.84E+11,4.8 pounds,https://www.bestbuy.com/site/Lenovo-82R9000KUS/
HP,830 G5,4.5,19,385,USD,12.32,8.85,12.32 x 8.85,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.,8.84E+11,4.8 pounds,https://www.bestbuy.com/site/HP-830 G5/
Lenovo,82QC004BUS,4,1,260,USD,8.52,12.8,8.52 x 12.8,8GB Soldered DDR4-3200,256GB SSD M.2 2242 PCIe 3.0x4 NVMe,8.11E+11,9.8 lb,https://www.bestbuy.com/site/Lenovo-82QC004BUS/
LG,14T90R-K.AAB8U1,5,2,650,USD,0.66,12.36,0.66 x 12.36,"Windows 11 brings you closer to what you love. Pursue your passions and maximize your productivity with the new Windows 11. Built with tools to help you multitask, think, create, and connect—all designed with simplicity and intuition in mind.",The 14” screen with a 16:10 aspect ratio that can make your visions come to life. The non-reflective screen helps maintain your focus and a bold DCI-P3 99% color gamut¹ display adds a vivid touch to graphics.,8.11E+11,9.8 lb,https://www.bestbuy.com/site/LG-14T90R-K.AAB8U1/
MSI,STEALTH1713019,4,1,2100,USD,11,15,11 x 15,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,Anti-glare Screen reduces eyestrain and widens the field of view. 2560 x 1440 resolution delivers amazing color and clarity,8.11E+11,9.8 lb,https://www.bestbuy.com/site/MSI-STEALTH1713019/
Dell,7420,4,1,900,USD,11,15,11 x 15,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.,8.11E+11,9.8 lb,https://www.bestbuy.com/site/Dell-7420/
HP,16-aa0013dx,4,1,650,USD,9.67,14.05,9.67 x 14.05,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.","With a dedicated engine that helps unlock AI experiences on the PC and high-performance low power processing, enjoy superior performance with less drain on battery, so you can do more for longer while unplugged.",8.11E+11,9.8 lb,https://www.bestbuy.com/site/HP-16-aa0013dx/
MSI,PRE16STU14020,4,1,1900,USD,0.75,10.15,0.75 x 10.15,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 2560 x 1600 resolution Energy-efficient LED backlight.,8.11E+11,9.8 lb,https://www.bestbuy.com/site/MSI-PRE16STU14020/
Acer,PT14-51-7979,5,2,2000,USD,8.94,12.34,8.94 x 12.34,"Windows 11 was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","This display deserves all your attention. At 14"" with a 16:10 aspect ratio and a WQXGA 2560 x 1600 Mini LED-backlit IPS LCD panel - this display clocks in with a 250Hz refresh and is DisplayHDR 600 Certified. Farewell blur and hello clear, crisp high-octane gameplay.",8.11E+11,9.8 lb,https://www.bestbuy.com/site/Acer-PT14-51-7979/
HP OMEN,9Q4B5UA#ABA,3.5,4,650,USD,9.19,12.32,9.19 x 12.32,"With a world-leading lightweight all-metal design, state of the art cooling, and 71 Wh battery with USB-C Fast Charge, whether you're on campus, traveling, or simply on-the-go, the OMEN Transcend 14 allows you to freely game or create at your best from anywhere, longer.","From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.",8.87E+11,4.2 lb,https://www.bestbuy.com/site/HP OMEN-9Q4B5UA#ABA/
Dell,PXRGK,3.5,4,1360,USD,8.3,12.7,8.3 x 12.7,The Windows 11 Pro operating system offers powerful platform to efficiently run routine applications.,1920x1080 resolution showcases your games and HD movies with impressive color and clarity.,8.87E+11,4.2 lb,https://www.bestbuy.com/site/Dell-PXRGK/
Dell,5400,4.8,18,545,USD,8.3,12.7,8.3 x 12.7,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.,8.87E+11,4.2 lb,https://www.bestbuy.com/site/Dell-5400/
ASUS,H7604JV-DS96T,4.9,9,650,USD,10.67,14.02,10.67 x 14.02,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","3200 x 2000 OLED 16:10 aspect ratio with 120Hz refresh rate, 100% DCI-P3 color gamut, PANTONE Validated, TÜV Rheinland-certified with 4096 pressure-level MPP 2.0 stylus support",8.87E+11,4.2 lb,https://www.bestbuy.com/site/ASUS-H7604JV-DS96T/
HP,840 G5,4,5,414,USD,10.67,14.02,10.67 x 14.02,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Its 1920 x 1080 resolution boasts impressive color and clarity.,8.87E+11,4.2 lb,https://www.bestbuy.com/site/HP-840 G5/
Dell,0F2DH,5,1,2570,USD,10,14,10 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,8.87E+11,4.2 lb,https://www.bestbuy.com/site/Dell-0F2DH/
Lenovo,21KH0005US,5,1,800,USD,20.25,12.5,20.25 x 12.5,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.87E+11,4.2 lb,https://www.bestbuy.com/site/Lenovo-21KH0005US/
GIGABYTE,AORUS 15X ASF-D3US754SH,4.5,2,650,USD,10.8,14.1,10.8 x 14.1,Windows 11 Home AD,"15.6""QHD 1920x1080, 165Hz, 100% sRGB, TÜV Rheinland Certified",8.87E+11,4.2 lb,https://www.bestbuy.com/site/GIGABYTE-AORUS 15X ASF-D3US754SH/
HP,830 G6,4.7,3,530,USD,10.8,14.1,10.8 x 14.1,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.,8.87E+11,4.2 lb,https://www.bestbuy.com/site/HP-830 G6/
HP,840 G5,4.7,3,442,USD,10.8,14.1,10.8 x 14.1,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Its 1920 x 1080 resolution boasts impressive color and clarity.,8.87E+11,4.2 lb,https://www.bestbuy.com/site/HP-840 G5/
HP,ZBook Studio G3,4.7,3,607,USD,10.8,14.1,10.8 x 14.1,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.,8.87E+11,4.2 lb,https://www.bestbuy.com/site/HP-ZBook Studio G3/
Lenovo,21JT001BUS,5,1,790,USD,9.75,14.02,9.75 x 14.02,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.87E+11,4.2 lb,https://www.bestbuy.com/site/Lenovo-21JT001BUS/
MSI,COM1413003,5,1,1130,USD,9,12,9 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features including the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. 1920 x 1200 resolution delivers amazing color and clarity.,8.87E+11,4.2 lb,https://www.bestbuy.com/site/MSI-COM1413003/
Razer,RZ09-0483TEH3-R3U1,3.9,17,650,USD,13.98,9.61,13.98 x 9.61,Packed for pure performance with 1.50 gPD (Graphics Power Density) and delivers up to 35% more graphic power per inch than any other 16 gaming laptop,"From full-blown AAA gaming to full-on content creation, run resource-intensive tasks flawlessly with the most powerful mobile processor leveraging desktop-grade silicon",8.87E+11,4.2 lb,https://www.bestbuy.com/site/Razer-RZ09-0483TEH3-R3U1/
ASUS,TP3604VA-DS51T,3.5,4,700,USD,9,14,9 x 14,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,With NanoEdge display screen technology. 1920 x 1200 resolution delivers amazing color and clarity,8.87E+11,4.2 lb,https://www.bestbuy.com/site/ASUS-TP3604VA-DS51T/
ASUS,F1605VA-DS52,4.5,4,650,USD,9.82,14.12,9.82 x 14.12,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","WUXGA (1920 x 1200) 16:10 aspect ratio IPS-level panel with 60Hz refresh rate, 45% NTSC color gamut, TÜV Rheinland-certified",8.87E+11,4.2 lb,https://www.bestbuy.com/site/ASUS-F1605VA-DS52/
Lenovo,T480.8.256.Pro,4.7,13,264,USD,9.2,13.3,9.2 x 13.3,This unit comes with 8 GB of System Memory.,"WUXGA (1920 x 1200) 16:10 aspect ratio IPS-level panel with 60Hz refresh rate, 45% NTSC color gamut, TÜV Rheinland-certified",8.87E+11,4.2 lb,https://www.bestbuy.com/site/Lenovo-T480.8.256.Pro/
Dell,Precision 7540,5,4,1060,USD,9.2,13.3,9.2 x 13.3,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.,27242904682,5.8 pounds,https://www.bestbuy.com/site/Dell-Precision 7540/
Alienware,AWM16-9272BLK-PUS,4.3,148,650,USD,11.41,14.5,11.41 x 14.5,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.","Extend beyond performance to let your PC do even more at once. Juggle complex programs without slowing you down, enjoy ultra-immersive  streaming in 8K, and unleash the performance needed to keep up with the most demanding creativity software.",27242904682,5.8 pounds,https://www.bestbuy.com/site/Alienware-AWM16-9272BLK-PUS/
Lenovo,82SG00BLUS,4.3,148,463,USD,9.18,14.04,9.18 x 14.04,16GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,27242904682,5.8 pounds,https://www.bestbuy.com/site/Lenovo-82SG00BLUS/
HP OMEN,17-CM2010nr,5,4,650,USD,15.64,10.32,15.64 x 10.32,Windows 11 Home,"17.3-inch diagonal, FHD (1920 x 1080), 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light",27242904682,5.8 pounds,https://www.bestbuy.com/site/HP OMEN-17-CM2010nr/
Dell,F2KP3,5,4,700,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1366 x 768 HD resolution. Supports 720p content.,27242904682,5.8 pounds,https://www.bestbuy.com/site/Dell-F2KP3/
Dell,6R13F,5,4,710,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1366 x 768 HD resolution. Supports 720p content.,27242904682,5.8 pounds,https://www.bestbuy.com/site/Dell-6R13F/
HP,840 G3,4.3,7,482,USD,9,14,9 x 14,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.","Its 1920 x 1080 resolution display produces crisp, vibrant images.",27242904682,5.8 pounds,https://www.bestbuy.com/site/HP-840 G3/
GIGABYTE,AORUS 15 BMF-52US383SH,4.3,84,650,USD,10.7,14.2,10.7 x 14.2,Windows 11 Home,"15.6"""" 16:9 Thin Bezel FHD 1920x1080, 144Hz, up to 100% DCI-P3, TÜV Rheinland-certified",8.84E+11,15.0 pounds,https://www.bestbuy.com/site/GIGABYTE-AORUS 15 BMF-52US383SH/
ASUS,GU605MZ-G16.U94080,4.3,84,2700,USD,13.97,9.72,13.97 x 9.72,"Game, create, turn up the volume with family and friends - Windows 11 is the place for it all. With a fresh new feel and tools that make it easier to be efficient, it has whatever you need for what's next.","Meet Copilot in Windows – your AI-powered assistant for quick answers, creative inspiration, and focused tasks. Boost productivity with fast answers, image generation, and more. Elevate your Windows 11 experience and unleash creativity!",8.84E+11,15.0 pounds,https://www.bestbuy.com/site/ASUS-GU605MZ-G16.U94080/
Dell,7400,4,4,732,USD,13.97,9.72,13.97 x 9.72,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.,8.84E+11,15.0 pounds,https://www.bestbuy.com/site/Dell-7400/
Dell,T2M08,5,1,3640,USD,10,15,10 x 15,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,8.84E+11,15.0 pounds,https://www.bestbuy.com/site/Dell-T2M08/
ASUS,K5504VA-ES96,4.1,17,650,USD,9.03,14.15,9.03 x 14.15,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","16:9 aspect ratio, 2880 x 1620 resolution, Three-sided NanoEdge 86% screen-to-body ratio, 0.2 ms response time, 100% DCI-P3 color gamut, PANTONE Validated, 600 nits peak brightness",8.84E+11,15.0 pounds,https://www.bestbuy.com/site/ASUS-K5504VA-ES96/
Lenovo,21KH000AUS,4.1,17,880,USD,9.98,14.01,9.98 x 14.01,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.84E+11,15.0 pounds,https://www.bestbuy.com/site/Lenovo-21KH000AUS/
Lenovo,21JT001PUS,4.3,3,640,USD,9.75,14.02,9.75 x 14.02,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.84E+11,15.0 pounds,https://www.bestbuy.com/site/Lenovo-21JT001PUS/
Lenovo,21H1001SUS,4.3,3,1370,USD,8.54,0.75,8.54 x 0.75,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.84E+11,15.0 pounds,https://www.bestbuy.com/site/Lenovo-21H1001SUS/
Dell,5FCXR,4.3,3,1700,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,8.84E+11,15.0 pounds,https://www.bestbuy.com/site/Dell-5FCXR/
Lenovo,21JR001SUS,5,1,910,USD,8.63,0.71,8.63 x 0.71,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.84E+11,15.0 pounds,https://www.bestbuy.com/site/Lenovo-21JR001SUS/
Microsoft,GSRF VFL-00001,5,1,1500,USD,9.6,13.4,9.6 x 13.4,"Offering improved speed and performance to do what you want, Surface Laptop 3 15"" with AMD Ryzen™ 7 Microsoft Surface® edition processor is fastest in the 15"" class.⁴","Thin and light, starting at just 3.4 lbs., Surface Laptop 3 is easy to carry.",27242896000,4.79 pounds,https://www.bestbuy.com/site/Microsoft-GSRF VFL-00001/
Microsoft,QKI-00001,4.7,20,1800,USD,8.2,11.3,8.2 x 11.3,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 gives you the tablet flexibility you want and the laptop performance and battery life⁴ you need to move through your day — all in one ultra-portable device.,27242896000,4.79 pounds,https://www.bestbuy.com/site/Microsoft-QKI-00001/
Razer,RZ09-05081ED3-R3U1,4.7,20,2700,USD,8.97,12.23,8.97 x 12.23,Leverage the power of the Ryzen AI engine to achieve new levels of productivity in your day-to-day tasks. Seamlessly run the latest AAA games with up to 5.2 GHz clock speeds for faster processing.,"Thoughtfully crafted for those on the go, the laptop’s compact design and light build ensures effortless transport and complete freedom with up to 10 hours of battery to keep you moving.",27242896000,4.79 pounds,https://www.bestbuy.com/site/Razer-RZ09-05081ED3-R3U1/
HP,X360.1030.G3.Pro,3.6,5,304,USD,8.97,12.23,8.97 x 12.23,This unit comes with 8 GB of System Memory.,"Thoughtfully crafted for those on the go, the laptop’s compact design and light build ensures effortless transport and complete freedom with up to 10 hours of battery to keep you moving.",13803266986,13.3 oz 3.2 oz,https://www.bestbuy.com/site/HP-X360.1030.G3.Pro/
